first_name,last_name,id,email,user_id,age,occupation,financial_goals,risk_tolerance,financial_preference,financial_options,financial_knowledge,investment_period,income_source,income_average,expenses_average,saving_plan,monthly_contribution
Hermenegildo,Infante,537333,Qeiy.jrmoaqwigr@yahoo.com,537333,56,Ingeniero químico,Vivienda,Moderado,Inversión,Bonos,Avanzado,12,Dependiente,513629,317781,True,55
Reinaldo,Aguilar,522185,Imkcsj.hmxoaudn@gmail.com,522185,26,Bombero,Vacaciones,Conservador,Inversión,CDF,Básico,9,Ambos,643932,532303,True,61
Jesús,Busquets,785040,Aorow.ajatbjjzfc@outlook.com,785040,52,Bombero,Jubilación,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Dependiente,860992,698016,True,24
Carmelita,Martorell,541133,Wcnh.oltuwkptl@hotmail.com,541133,62,Agente inmobiliario,Imprevistos,Conservador,Inversión,CDEARS,Intermedio,3,Ambos,878995,803828,True,80
Norberto,Ríos,134696,Qzoq.qtpiilfi@gmail.com,134696,36,Médico,Vacaciones,Moderado,Ahorro,Opción ahorro,Avanzado,9,Independiente,762383,382834,True,57
Máxima,Elías,459138,Gmhtsmg.wccpxmlhd@outlook.com,459138,29,Profesionales del trabajo social,Educación,Moderado,Inversión,CDF,Intermedio,3,Independiente,615562,523035,True,29
María belén,Feijoo,491588,Xnunnc.rhwnjr@gmail.com,491588,59,Técnico,Jubilación,Arriesgado,Ahorro,Opción ahorro,Básico,9,Independiente,820448,639383,True,9
Bibiana,Campos,286898,Zjwdyok.gmrwezmu@gmail.com,286898,20,Agrónomo,Libertad financiera,Arriesgado,Inversión,Acciones,Ninguno,9,Independiente,758567,408909,True,38
Jose,Noriega,195109,Wfniu.obkdqs@gmail.com,195109,56,Filósofos,Otros,Moderado,Inversión,Acciones,Avanzado,12,Jubilación,569233,525081,True,84
Bernardo,Pozuelo,602234,Hcdomw.nkgznaz@gmail.com,602234,41,Médico,Vacaciones,Moderado,Ahorro,Opción ahorro,Básico,3,Ambos,706537,467523,True,74
Feliciana,Cortés,422685,Gtnvfbxv.dvqvxk@hotmail.com,422685,28,Mecánico,Vivienda,Moderado,Inversión,CDF,Ninguno,6,Dependiente,542310,286734,True,83
Esmeralda,Garcés,176315,Dszo.dcplrsgaym@outlook.com,176315,45,Ingeniero mecánico,Vivienda,Moderado,Inversión,ETFS,Avanzado,9,Ambos,567637,478891,True,98
Vinicio,Alegria,254151,Yfbvq.jlgudbd@outlook.com,254151,25,Controlador de tráfico aéreo,Proyectos largo plazo,Moderado,Inversión,Acciones,Intermedio,3,Ambos,602060,515032,True,67
Jenaro,Ballester,388442,Pjhyma.dsgnhyvaqb@yahoo.com,388442,68,Personal doméstico,Libertad financiera,Conservador,Ahorro,Opción ahorro,Avanzado,3,Jubilación,710088,382157,True,95
Hector,Ferrando,520415,Dlcfhpuj.xieubftz@hotmail.com,520415,32,Dentista,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Básico,12,Ambos,389648,293448,True,30
Anabel,Gutiérrez,157055,Nadq.zhxvycysjs@outlook.com,157055,64,Ingeniero electricista,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Avanzado,3,Jubilación,429797,323887,True,54
Emigdio,Escudero,576264,Evayjkew.hxgqjhsl@gmail.com,576264,24,Veterinario,Otros,Arriesgado,Ahorro,Opción ahorro,Básico,3,Dependiente,311259,234103,True,14
José manuel,Taboada,880660,Cwbpnql.vnsrtw@outlook.com,880660,64,Operador de máquina,Educación,Arriesgado,Inversión,Bonos,Ninguno,6,Independiente,341214,277822,True,54
Cloe,Bárcena,778123,Nrshsab.vykxtqj@gmail.com,778123,50,Personal doméstico,Otros,Moderado,Inversión,ETFS,Básico,6,Ambos,687550,398264,True,17
Clarisa,Bravo,575821,Bwxu.phfkcrlahb@gmail.com,575821,60,Otros,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Avanzado,3,Dependiente,822279,604567,True,77
Tadeo,Huerta,757609,Vfyrqfd.cbeajnet@hotmail.com,757609,25,Estadístico,Educación,Arriesgado,Ahorro,Opción ahorro,Básico,12,Dependiente,855439,591811,True,54
Blanca,Olivera,731665,Fvje.pkrgpzgz@gmail.com,731665,24,Piloto,Educación,Moderado,Ahorro,Opción ahorro,Intermedio,6,Independiente,393442,268482,True,73
Custodia,Mascaró,238339,Xbrynbyb.ppggtqctf@outlook.com,238339,57,Músico,Imprevistos,Conservador,Inversión,CDEARS,Intermedio,12,Independiente,539851,279822,True,63
Berto,Grande,528673,Cgsaksl.dqrgaw@outlook.com,528673,48,Otros,Vivienda,Moderado,Inversión,Otros,Avanzado,3,Ambos,853298,743192,True,50
Rodolfo,Francisco,159860,Mshp.breen@yahoo.com,159860,26,Escritor,Vacaciones,Moderado,Ahorro,Opción ahorro,Avanzado,3,Independiente,450010,273044,True,55
Miguel ángel,Barreda,551883,Qmwxyg.rbtgx@gmail.com,551883,49,Músico,Educación,Conservador,Inversión,Acciones,Intermedio,9,Independiente,387726,316957,True,57
Vanesa,Tur,819367,Njcy.sotpjdkfr@yahoo.com,819367,27,Mecánico,Vacaciones,Conservador,Inversión,CDF,Intermedio,3,Independiente,887762,566591,True,100
Irma,Villena,779850,Zsrhqs.pffbsh@hotmail.com,779850,68,Fotógrafo,Otros,Arriesgado,Ahorro,Opción ahorro,Avanzado,12,Independiente,695648,671624,True,100
Seve,Abascal,713377,Mfol.anctqerf@gmail.com,713377,40,Bombero,Vivienda,Arriesgado,Ahorro,Opción ahorro,Básico,9,Independiente,819732,509977,True,73
Olga,Hoyos,343459,Knxlmyl.ouyhlldxyq@yahoo.com,343459,26,Agente de bolsa,Jubilación,Moderado,Inversión,Bonos,Intermedio,12,Ambos,539356,411282,True,99
Baltasar,Goicoechea,413029,Gocd.jpvwuzdxe@gmail.com,413029,33,Otros,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Intermedio,12,Ambos,640558,417753,True,43
Reina,Uriarte,796028,Xmlcumg.suplpxeak@outlook.com,796028,69,Coreógrafo,Educación,Conservador,Inversión,Acciones,Avanzado,6,Ambos,515712,468647,True,73
Dulce,Guillen,495712,Eymcmmv.pkgenetsd@gmail.com,495712,45,Secretaria,Vacaciones,Moderado,Inversión,Bonos,Básico,9,Dependiente,715953,688865,True,31
Eduardo,Linares,321363,Bzqf.jhfqcwrkmd@outlook.com,321363,48,Catador,Vacaciones,Moderado,Ahorro,Opción ahorro,Ninguno,3,Independiente,700428,538489,True,52
Aníbal,Fiol,416560,Qyprca.vnfuf@gmail.com,416560,35,Músico,Vacaciones,Moderado,Ahorro,Opción ahorro,Avanzado,12,Dependiente,406802,383243,True,5
Pili,Bravo,557565,Rsrcp.tjwevdz@hotmail.com,557565,67,Operador de máquina,Jubilación,Conservador,Ahorro,Opción ahorro,Básico,6,Independiente,661922,365498,True,98
Patricia,Lopez,109562,Ikcblry.ablvvgwfjr@gmail.com,109562,46,Policía,Jubilación,Conservador,Ahorro,Opción ahorro,Intermedio,3,Dependiente,872245,542074,True,94
Juan josé,Peña,683870,Zewptzy.vdfmoitpo@hotmail.com,683870,43,Conductor,Vivienda,Moderado,Ahorro,Opción ahorro,Básico,6,Independiente,584492,506185,True,34
Ciríaco,Barrio,706713,Nwnx.dhseodr@gmail.com,706713,63,Personal doméstico,Jubilación,Conservador,Inversión,Acciones,Ninguno,9,Ambos,413680,394447,True,16
Ernesto,Iriarte,701112,Zdutrw.eueiirvaiq@yahoo.com,701112,62,Fotógrafo,Educación,Conservador,Ahorro,Opción ahorro,Avanzado,3,Ambos,628656,314913,True,5
Irene,Acedo,365112,Nznzq.nddcnkvws@yahoo.com,365112,49,Técnicos en seguridad aeronáutica,Vivienda,Conservador,Ahorro,Opción ahorro,Ninguno,9,Dependiente,317330,208939,True,54
Melchor,Castillo,395160,Ykhlmc.svpecccyeh@outlook.com,395160,21,Bombero,Vivienda,Conservador,Inversión,Acciones,Avanzado,3,Ambos,549849,362807,True,84
Macarena,Taboada,790950,Japikkxl.jjwnm@hotmail.com,790950,33,Psicólogos,Vacaciones,Conservador,Inversión,Bonos,Avanzado,3,Dependiente,379727,299422,True,70
Renato,Marquez,556338,Stgscw.extwpm@outlook.com,556338,48,Ingenieros de minas,Educación,Conservador,Ahorro,Opción ahorro,Básico,6,Ambos,855088,592940,True,39
Sigfrido,Arnau,459233,Ontubm.mjdwxh@outlook.com,459233,20,Cocinero,Otros,Conservador,Inversión,Bonos,Básico,9,Ambos,828585,790367,True,6
Ariadna,Durán,234418,Zawkbjgc.wlywovnm@gmail.com,234418,33,Agentes público,Vivienda,Moderado,Inversión,CDF,Ninguno,3,Ambos,367468,279218,True,79
María manuela,Patiño,506873,Ddkezc.msubshp@hotmail.com,506873,52,Otros,Educación,Moderado,Inversión,Otros,Intermedio,12,Jubilación,413788,359961,True,84
Mohamed,Lloret,111845,Blzgljcl.zypxdnuqf@hotmail.com,111845,46,Bombero,Proyectos largo plazo,Conservador,Inversión,Bonos,Ninguno,6,Jubilación,820872,705619,True,62
Remigio,Jover,595013,Znvedm.vktgqxe@hotmail.com,595013,50,Biólogo,Educación,Arriesgado,Ahorro,Opción ahorro,Ninguno,9,Jubilación,545949,307883,True,17
Dan,Carro,824996,Bpxc.tyespml@outlook.com,824996,27,Contador,Jubilación,Moderado,Ahorro,Opción ahorro,Ninguno,6,Ambos,631113,377045,True,54
Eligio,Salas,625104,Nhcchst.emmbhod@gmail.com,625104,45,Operador,Proyectos largo plazo,Moderado,Ahorro,Opción ahorro,Ninguno,9,Dependiente,535387,307271,True,41
Elba,Aguilera,124546,Odpggm.ujedyulfcn@hotmail.com,124546,69,Gerentes de empresas,Otros,Conservador,Ahorro,Opción ahorro,Avanzado,3,Ambos,498537,394661,True,10
Daniel,Correa,981362,Rfbznlc.qjbonp@outlook.com,981362,50,Escritor,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Ninguno,12,Independiente,788219,645326,True,32
Armando,Cárdenas,991618,Vfvkg.obhroxxn@hotmail.com,991618,30,Cartógrafos y agrimensores,Vivienda,Arriesgado,Inversión,ETFS,Básico,12,Jubilación,803803,508438,True,97
Irma,Casado,724364,Imtj.thjpnxucwo@hotmail.com,724364,60,Agricultor,Jubilación,Arriesgado,Ahorro,Opción ahorro,Avanzado,9,Jubilación,756894,656745,True,90
Dominga,Garrido,400448,Eqfyrie.gsmouvjdso@outlook.com,400448,70,Otros,Educación,Moderado,Inversión,Bonos,Ninguno,3,Independiente,646590,488522,True,14
Marciano,Gomila,669316,Vofdhpqr.urvztpz@hotmail.com,669316,61,Coreógrafo,Vacaciones,Moderado,Inversión,CDEARS,Ninguno,3,Dependiente,795424,729790,True,83
Iris,Abella,988341,Mtddlttx.ecoemuox@hotmail.com,988341,43,Farmacólogos,Proyectos largo plazo,Moderado,Inversión,CDF,Avanzado,9,Dependiente,317319,191765,True,96
Ignacio,Vélez,903033,Wjexj.wjxwevdm@yahoo.com,903033,33,Personal doméstico,Libertad financiera,Moderado,Ahorro,Opción ahorro,Intermedio,9,Jubilación,622779,318834,True,7
Modesta,Esteban,660880,Dwdtbi.cczvxmn@hotmail.com,660880,61,Técnicos en seguridad aeronáutica,Vacaciones,Conservador,Ahorro,Opción ahorro,Intermedio,9,Jubilación,316230,219834,True,4
Román,Recio,298008,Xykd.zbzoryjdyz@hotmail.com,298008,43,Mozos y taberneros,Libertad financiera,Conservador,Inversión,Acciones,Básico,3,Independiente,884876,740832,True,24
Olalla,Bermudez,230298,Iegpfzh.pwyzurjuwn@yahoo.com,230298,55,Otros,Vivienda,Conservador,Ahorro,Opción ahorro,Básico,9,Jubilación,874444,592291,True,69
Azahar,Arco,855277,Iybadyyz.fnoavt@gmail.com,855277,59,Otros,Vacaciones,Moderado,Inversión,Bonos,Básico,9,Jubilación,373633,318360,True,73
Rosa,Priego,426515,Dqst.hojqqpgdvk@outlook.com,426515,28,Controlador de tráfico aéreo,Educación,Arriesgado,Inversión,CDF,Intermedio,3,Independiente,285854,167108,True,38
Clímaco,Cabanillas,405924,Xwreomrz.kdbuymlo@yahoo.com,405924,41,Físicos,Vacaciones,Arriesgado,Ahorro,Opción ahorro,Ninguno,9,Dependiente,796436,589551,True,84
Violeta,Peláez,118094,Qezn.uekolkig@yahoo.com,118094,46,Agricultor,Educación,Moderado,Inversión,CDF,Intermedio,12,Ambos,819391,607519,True,47
Ale,Cabrero,615126,Oznke.rvmve@outlook.com,615126,33,Veterinario,Jubilación,Conservador,Inversión,CDEARS,Básico,9,Dependiente,431883,336947,True,54
Candelaria,Páez,566906,Dunqybai.tunhwzm@hotmail.com,566906,49,Bombero,Imprevistos,Conservador,Inversión,CDEARS,Avanzado,12,Dependiente,419698,400195,True,94
Román,Hierro,780264,Xzvgdpt.zhnyf@hotmail.com,780264,70,Ingeniero químico,Otros,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Dependiente,784469,532462,True,70
Chus,Cañas,846785,Vqlc.kovyb@gmail.com,846785,23,Chapistas y caldereros,Imprevistos,Conservador,Ahorro,Opción ahorro,Avanzado,12,Independiente,823252,668074,True,70
Claudio,Pons,854065,Wbactt.mxmmzshuz@outlook.com,854065,43,Técnicos en seguridad aeronáutica,Vacaciones,Moderado,Inversión,CDF,Ninguno,12,Jubilación,638330,544711,True,99
Obdulia,Navas,399647,Hgrm.kvbwcgbp@hotmail.com,399647,36,Directores general,Otros,Conservador,Ahorro,Opción ahorro,Básico,6,Dependiente,891300,752195,True,97
Leocadia,Córdoba,135340,Cvzgrb.irsbjr@yahoo.com,135340,28,Biólogo,Imprevistos,Moderado,Inversión,Acciones,Básico,6,Dependiente,875658,469844,True,47
Efraín,Carbonell,831094,Rjdgj.xbxyown@outlook.com,831094,42,Matemático,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Básico,3,Ambos,740697,702400,True,51
Manolo,Valenciano,576183,Whctqsy.xhtkakihso@yahoo.com,576183,31,Secretaria,Otros,Arriesgado,Ahorro,Opción ahorro,Avanzado,6,Ambos,739819,387480,True,1
Iker,Sarmiento,877134,Euflk.ckosgldsp@outlook.com,877134,48,Matemático,Vacaciones,Moderado,Inversión,CDEARS,Básico,3,Ambos,294628,245831,True,95
Adelardo,Neira,177493,Jtxt.ewwcmwn@yahoo.com,177493,60,Otros,Imprevistos,Moderado,Ahorro,Opción ahorro,Básico,6,Independiente,429444,282321,True,82
Eva maría,Calderón,834154,Qmeip.vrpdqdgq@gmail.com,834154,48,Profesor,Imprevistos,Moderado,Ahorro,Opción ahorro,Ninguno,3,Dependiente,754855,566004,True,93
Venceslás,Andrade,520572,Ghsmzuok.rpromrsrb@gmail.com,520572,54,Policía,Imprevistos,Conservador,Ahorro,Opción ahorro,Intermedio,12,Independiente,736011,420967,True,51
Jose ignacio,Casas,632971,Rzef.arjhaqpr@yahoo.com,632971,60,Profesionales del trabajo social,Imprevistos,Arriesgado,Inversión,CDF,Avanzado,9,Jubilación,885474,542389,True,60
Amelia,Duque,754209,Lwqft.gzclnz@outlook.com,754209,69,Geólogo,Imprevistos,Moderado,Inversión,Otros,Intermedio,9,Dependiente,445670,239633,True,14
Manu,Barreda,263845,Wsigzvoo.orvxtyt@hotmail.com,263845,44,Agricultor,Vivienda,Conservador,Ahorro,Opción ahorro,Avanzado,9,Independiente,725667,524100,True,61
Josefina,Casanovas,516307,Tnpkd.yeiyylq@hotmail.com,516307,31,Piloto,Libertad financiera,Moderado,Ahorro,Opción ahorro,Intermedio,3,Ambos,573864,541420,True,78
Reyes,Mayo,445442,Hkxttuhy.wpbqzk@outlook.com,445442,50,Otros,Otros,Conservador,Inversión,Bonos,Ninguno,12,Ambos,405378,393315,True,22
Rodolfo,Madrid,580561,Usfnds.ljhftxcrz@yahoo.com,580561,30,Piloto,Libertad financiera,Arriesgado,Ahorro,Opción ahorro,Avanzado,12,Ambos,555640,528238,True,7
Curro,Patiño,236387,Tpxq.twkhgzacpw@outlook.com,236387,58,Cocinero,Libertad financiera,Moderado,Ahorro,Opción ahorro,Intermedio,3,Ambos,781801,524008,True,75
Leocadia,Beltran,871452,Bhamgwzj.osstwyzuti@yahoo.com,871452,24,Diseñador de interiores,Jubilación,Moderado,Inversión,ETFS,Intermedio,9,Dependiente,467916,356857,True,1
Amanda,Arias,776641,Mkngo.yhvpdnz@outlook.com,776641,29,Profesionales del trabajo social,Educación,Moderado,Inversión,CDEARS,Intermedio,6,Dependiente,421289,275836,True,71
Pascuala,Porcel,527404,Lfeoyq.zkwnlvyae@yahoo.com,527404,36,Controlador de tráfico aéreo,Imprevistos,Moderado,Ahorro,Opción ahorro,Básico,6,Independiente,478850,448940,True,53
Agustín,Busquets,181574,Iqscubr.pjzqgybx@gmail.com,181574,53,Escritor,Jubilación,Conservador,Inversión,Acciones,Básico,12,Independiente,785282,511579,True,16
Alex,Tamayo,436228,Avupgtzi.epxxh@yahoo.com,436228,35,Policía,Imprevistos,Moderado,Ahorro,Opción ahorro,Ninguno,12,Dependiente,687775,474066,True,95
Raquel,Villegas,833308,Bklms.jjbrutew@gmail.com,833308,46,Contador,Vacaciones,Conservador,Inversión,CDEARS,Intermedio,12,Ambos,631115,522625,True,13
Lupita,Carnero,654197,Vcacmgg.yirkfwvr@outlook.com,654197,19,Cocinero,Educación,Moderado,Inversión,CDEARS,Intermedio,9,Dependiente,323555,202963,True,90
Luna,Jaén,434563,Kuopkuo.lrcfwe@hotmail.com,434563,37,Programador informático,Jubilación,Conservador,Ahorro,Opción ahorro,Avanzado,3,Dependiente,672771,516338,True,41
Buenaventura,Quirós,635008,Wunbt.ntgfi@outlook.com,635008,45,Abogado,Imprevistos,Conservador,Inversión,CDEARS,Ninguno,6,Independiente,444150,395325,True,38
Juan luis,Acevedo,153974,Vbnabu.oppbzx@yahoo.com,153974,22,Ingeniero civil,Educación,Conservador,Ahorro,Opción ahorro,Básico,9,Ambos,812556,437541,True,57
Carina,Mora,990563,Pohnjtk.qkxywtai@yahoo.com,990563,25,Catador,Educación,Arriesgado,Inversión,Otros,Básico,9,Independiente,408547,325042,True,45
Dionisio,Simó,363467,Osbn.xsmdrt@yahoo.com,363467,54,Recepcionista,Proyectos largo plazo,Conservador,Inversión,Bonos,Básico,9,Ambos,848517,718004,True,53
Alcides,Frías,113214,Tfkzh.cgcmfwlu@yahoo.com,113214,66,Chapistas y caldereros,Vivienda,Conservador,Inversión,Otros,Avanzado,12,Ambos,757329,545118,True,41
Fabricio,Barrera,694446,Slsk.evyfduwxsd@gmail.com,694446,50,Personal doméstico,Vivienda,Moderado,Inversión,CDF,Avanzado,6,Jubilación,610039,334503,True,36
Francisco,Catalán,865330,Foottsew.ymymxzhbvd@outlook.com,865330,19,Otros,Vivienda,Moderado,Ahorro,Opción ahorro,Básico,6,Independiente,415707,330041,True,24
Erasmo,Pardo,864702,Qtwdntmn.oucxjjfp@outlook.com,864702,42,Otros,Otros,Arriesgado,Ahorro,Opción ahorro,Ninguno,12,Independiente,793739,775415,True,96
Ambrosio,Tello,145926,Njfgr.jjrxaaweng@gmail.com,145926,26,Ingeniero mecánico,Vivienda,Moderado,Ahorro,Opción ahorro,Intermedio,9,Dependiente,852380,670426,True,6
Olivia,Puerta,104114,Eyxnat.xguhithdeu@outlook.com,104114,19,Fotógrafo,Educación,Moderado,Inversión,CDF,Básico,12,Independiente,310921,209543,True,35
Otilia,Sarabia,563031,Itabt.ukwce@gmail.com,563031,32,Escritor,Vacaciones,Conservador,Ahorro,Opción ahorro,Intermedio,9,Ambos,558492,522118,True,46
Lino,Barrios,671152,Mifhrdz.yqyynvnqqc@hotmail.com,671152,57,Locutores de radio y televisión y afines,Jubilación,Arriesgado,Inversión,Otros,Básico,12,Ambos,706293,632258,True,53
Macarena,Domingo,637803,Hlmiqpzp.lfoafkr@yahoo.com,637803,36,Dentista,Vacaciones,Arriesgado,Inversión,Otros,Básico,3,Dependiente,304427,217372,True,50
Charo,Vilaplana,528739,Eevy.tuhpqql@hotmail.com,528739,28,Estadístico,Jubilación,Arriesgado,Ahorro,Opción ahorro,Intermedio,12,Ambos,729109,500125,True,32
Feliciano,Sáez,361457,Xubv.qzzzudkd@hotmail.com,361457,43,Operador de máquina,Proyectos largo plazo,Conservador,Inversión,Bonos,Avanzado,9,Dependiente,592212,417992,True,90
Teresita,Mateu,524369,Rgfvvvk.akkxa@yahoo.com,524369,47,Ingeniero mecánico,Vivienda,Arriesgado,Ahorro,Opción ahorro,Básico,9,Dependiente,644191,379030,True,88
Kike,Galván,777228,Shlpp.imapdozui@hotmail.com,777228,43,Locutores de radio y televisión y afines,Libertad financiera,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Dependiente,483974,249754,True,15
Ale,Rozas,892786,Zblmcf.amahdxu@outlook.com,892786,59,Farmacólogos,Jubilación,Arriesgado,Inversión,Acciones,Ninguno,12,Ambos,349035,305327,True,75
Nacio,Sancho,241934,Laekc.zckubvyrql@outlook.com,241934,22,Químico,Imprevistos,Conservador,Inversión,ETFS,Básico,3,Dependiente,338353,204386,True,61
Maribel,Vergara,896576,Qwnp.ohzucest@yahoo.com,896576,27,Ingeniero de telecomunicaciones,Otros,Conservador,Ahorro,Opción ahorro,Avanzado,3,Ambos,620374,349897,True,28
Valentín,Pozo,267213,Yaxvw.tdvizq@yahoo.com,267213,20,Geólogo,Libertad financiera,Moderado,Inversión,Acciones,Avanzado,12,Dependiente,430428,282033,True,42
Carmela,Santos,951770,Zrhl.xufostikyx@yahoo.com,951770,49,Soldador,Jubilación,Arriesgado,Inversión,Bonos,Intermedio,3,Dependiente,372696,251678,True,81
Roldán,Valverde,123745,Rarwu.migjuf@yahoo.com,123745,59,Mozos y taberneros,Jubilación,Moderado,Inversión,Otros,Básico,12,Independiente,837656,538478,True,80
Toribio,Sobrino,948971,Ypymdai.gscmplz@yahoo.com,948971,34,Ingeniero electricista,Vacaciones,Arriesgado,Inversión,ETFS,Intermedio,6,Ambos,701080,371594,True,32
Noelia,Bermudez,804894,Lxmlbnok.ntcwfss@gmail.com,804894,44,Modelos de moda,Imprevistos,Moderado,Ahorro,Opción ahorro,Avanzado,6,Independiente,577149,489811,True,76
Azucena,Godoy,749223,Lpoumrls.ejscctqsh@gmail.com,749223,28,Sociólogos,Otros,Conservador,Ahorro,Opción ahorro,Avanzado,9,Dependiente,572625,427262,True,1
Palmira,Alemany,361906,Yjhtyxn.qybuf@yahoo.com,361906,36,Psicólogos,Educación,Conservador,Inversión,Acciones,Intermedio,12,Ambos,471094,255551,True,96
Amaya,Suarez,685790,Hirk.dikbro@outlook.com,685790,21,Veterinario,Vivienda,Moderado,Ahorro,Opción ahorro,Ninguno,3,Dependiente,425761,310387,True,13
Alfonso,Carvajal,881991,Lutv.ghqmr@yahoo.com,881991,19,Mecánico,Educación,Arriesgado,Inversión,Acciones,Avanzado,9,Ambos,475206,367362,True,28
Piedad,Otero,323026,Zxoh.omjuljzxb@gmail.com,323026,28,Diseñador de interiores,Jubilación,Conservador,Ahorro,Opción ahorro,Avanzado,12,Ambos,289979,198170,True,87
Nayara,Cortes,111365,Jdzzivdg.txsqj@outlook.com,111365,54,Recepcionista,Jubilación,Arriesgado,Inversión,Otros,Intermedio,3,Dependiente,802411,793568,True,77
Martina,Batlle,737271,Rilidw.qwxgatss@outlook.com,737271,43,Ingeniero de telecomunicaciones,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Avanzado,3,Dependiente,757371,669386,True,42
Timoteo,Rosa,546092,Rnnuvyv.tmzpjzq@gmail.com,546092,25,Piloto,Jubilación,Arriesgado,Ahorro,Opción ahorro,Básico,12,Dependiente,485100,404247,True,48
Diego,Gual,529740,Ijiiup.lbvcfgmrh@hotmail.com,529740,66,Fisioterapeuta,Imprevistos,Moderado,Inversión,Acciones,Básico,9,Dependiente,649780,364186,True,68
Remigio,Llanos,384436,Iytvoovb.tlabwmd@yahoo.com,384436,41,Profesionales del trabajo social,Jubilación,Conservador,Ahorro,Opción ahorro,Básico,9,Ambos,739824,430917,True,35
Rosario,Villanueva,347831,Pvsd.runrqmsq@yahoo.com,347831,42,Agente de viaje,Educación,Moderado,Ahorro,Opción ahorro,Avanzado,9,Dependiente,615956,362477,True,3
Rosenda,Haro,960962,Afnqissk.fkggqzjo@gmail.com,960962,32,Diseñador de interiores,Vacaciones,Conservador,Inversión,Otros,Intermedio,9,Dependiente,348539,288070,True,44
Trinidad,Barco,625165,Bxlg.srfiygqj@gmail.com,625165,70,Filósofos,Proyectos largo plazo,Moderado,Ahorro,Opción ahorro,Ninguno,9,Jubilación,832886,794116,True,22
Leoncio,Lozano,650459,Deao.rrnlmdpzo@yahoo.com,650459,66,Biólogo,Jubilación,Arriesgado,Inversión,CDF,Intermedio,9,Jubilación,810390,522308,True,40
Marisa,Neira,196862,Vsxfuivh.gdplj@yahoo.com,196862,31,Programador informático,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Avanzado,6,Ambos,863483,458641,True,17
Iker,Marqués,831925,Batpowei.ewoqvhbru@yahoo.com,831925,25,Bibliotecario,Jubilación,Arriesgado,Ahorro,Opción ahorro,Intermedio,12,Dependiente,437404,282331,True,77
Eustaquio,Alberto,496486,Zwvfrlfc.odfjitd@outlook.com,496486,22,Bibliotecario,Proyectos largo plazo,Moderado,Ahorro,Opción ahorro,Intermedio,9,Ambos,640703,547083,True,100
Zoraida,Rovira,883977,Mturdypd.iqxldxne@yahoo.com,883977,53,Abogado,Imprevistos,Conservador,Ahorro,Opción ahorro,Intermedio,6,Dependiente,680522,678655,True,47
Isidro,Elorza,567403,Uptxlw.xsdant@yahoo.com,567403,63,Geólogo,Imprevistos,Conservador,Inversión,Acciones,Ninguno,6,Dependiente,531875,526124,True,77
Leonor,Gelabert,583885,Dmeio.iodut@yahoo.com,583885,59,Policía,Imprevistos,Conservador,Ahorro,Opción ahorro,Intermedio,3,Ambos,519498,391387,True,76
Eligia,Benet,257229,Dvmrdo.ytnba@outlook.com,257229,58,Veterinario,Jubilación,Moderado,Inversión,CDEARS,Intermedio,12,Independiente,493468,410865,True,100
Berto,Moraleda,919494,Hvjhzm.nzqujptqmy@hotmail.com,919494,46,Técnicos en seguridad aeronáutica,Jubilación,Moderado,Inversión,Bonos,Básico,6,Independiente,706472,365709,True,47
Ricardo,Valenciano,304446,Xojgdg.cwempludk@outlook.com,304446,49,Gerentes de empresas,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Ninguno,9,Ambos,758304,626867,True,38
Daniela,Aller,268940,Uawgpr.ufelfp@outlook.com,268940,38,Diseñador de interiores,Otros,Arriesgado,Ahorro,Opción ahorro,Ninguno,6,Dependiente,422523,407909,True,80
Juana,Alfonso,466895,Kpotrzm.jqrgwsfjzd@yahoo.com,466895,68,Ingeniero de telecomunicaciones,Libertad financiera,Moderado,Ahorro,Opción ahorro,Básico,6,Dependiente,637829,629474,True,37
Pío,Pintor,203548,Jvibhcr.fzavruni@gmail.com,203548,67,Abogado,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Avanzado,3,Ambos,701557,694866,True,16
Elena,Heredia,455467,Fbmjxp.dbxfqkt@yahoo.com,455467,22,Coreógrafo,Imprevistos,Conservador,Ahorro,Opción ahorro,Avanzado,9,Ambos,449911,413212,True,88
Íngrid,Farré,144501,Vkzvomp.phqoxzxsk@hotmail.com,144501,45,Personal doméstico,Jubilación,Conservador,Inversión,Acciones,Básico,3,Ambos,510955,478814,True,32
Danilo,Borrell,353408,Nbma.lkconoz@gmail.com,353408,39,Personal doméstico,Jubilación,Moderado,Ahorro,Opción ahorro,Intermedio,12,Ambos,558252,294042,True,47
